OID_,Longitude,Latitude
1150,-73.945674089999997,40.773240930000000
1179,-73.963437580000004,40.781046519999997
1180,-73.954555310000003,40.777144069999999
1181,-73.945667729999997,40.781039509999999
1206,-73.981205230000000,40.788849360000000
1207,-73.972320879999998,40.784948280000002
1208,-73.963433289999998,40.788845090000002
1209,-73.954549990000004,40.784942639999997
1210,-73.945661360000003,40.788838079999998
1211,-73.936779099999995,40.784934270000001
1231,-73.981203030000003,40.796647919999998
1232,-73.972317640000000,40.792746850000000
1233,-73.963429009999999,40.796643650000000
1234,-73.954544670000004,40.792741210000003
1254,-73.972314400000002,40.800545399999997
