OID_,Longitude,Latitude
616,-73.750696349999998,40.648205120000000
617,-73.741844240000006,40.644286209999997
618,-73.732961959999997,40.648165310000003
649,-73.768403690000000,40.656040869999998
650,-73.759549500000006,40.652123340000003
651,-73.750667210000003,40.656003790000000
652,-73.741814059999996,40.652084889999998
653,-73.732930740000000,40.655963980000003
654,-73.724078649999996,40.652043710000001
683,-73.768376619999998,40.663839549999999
684,-73.759521390000003,40.659922010000003
685,-73.750638060000000,40.663802459999999
686,-73.741783880000000,40.659883559999997
687,-73.732899520000004,40.663762640000002
688,-73.724046389999998,40.659842380000001
717,-73.768349529999995,40.671638219999998
718,-73.759493280000001,40.667720680000002
719,-73.750608900000003,40.671601129999999
720,-73.741753689999996,40.667682229999997
721,-73.732868289999999,40.671561300000000
722,-73.724014120000007,40.667641039999999
751,-73.768322440000006,40.679436879999997
752,-73.759465149999997,40.675519340000001
753,-73.750579740000006,40.679399779999997
754,-73.741723489999998,40.675480880000002
755,-73.732837050000001,40.679359949999998
756,-73.723981850000001,40.675439689999997
786,-73.768295350000002,40.687235530000002
787,-73.759437019999993,40.683318000000000
788,-73.750550559999994,40.687198430000002
789,-73.741693290000001,40.683279530000000
790,-73.732805799999994,40.687158599999997
791,-73.723949570000002,40.683238330000002
822,-73.768268250000006,40.695034170000000
823,-73.759408879999995,40.691116639999997
824,-73.750521390000003,40.694997069999999
825,-73.741663070000001,40.691078179999998
826,-73.732774550000002,40.694957230000000
827,-73.723917279999995,40.691036969999999
857,-73.768241140000001,40.702832809999997
858,-73.759380739999997,40.698915280000001
859,-73.750492199999997,40.702795700000003
860,-73.741632850000002,40.698876810000002
861,-73.732743290000002,40.702755860000003
862,-73.723884990000002,40.698835600000002
891,-73.768214020000002,40.710631440000000
892,-73.759352590000006,40.706713909999998
893,-73.750463010000004,40.710594329999999
894,-73.741602630000003,40.706675439999998
895,-73.732712019999994,40.710554479999999
896,-73.723852690000001,40.706634219999998
925,-73.768186900000003,40.718430060000003
926,-73.759324430000007,40.714512540000001
927,-73.750433810000004,40.718392950000002
928,-73.741572399999995,40.714474060000001
929,-73.732680740000006,40.718353090000001
930,-73.723820380000006,40.714432840000001
959,-73.768159769999997,40.726228669999998
960,-73.759296269999993,40.722311150000003
961,-73.750404610000004,40.726191550000003
962,-73.741542150000001,40.722272670000002
963,-73.732649460000005,40.726151700000003
964,-73.723788060000004,40.722231440000002
965,-73.714894340000001,40.726109100000002
994,-73.768132640000005,40.734027279999999
995,-73.759268100000000,40.730109759999998
996,-73.750375390000002,40.733990159999998
997,-73.741511910000000,40.730071270000003
998,-73.732618169999995,40.733950290000003
999,-73.723755729999993,40.730030040000003
1031,-73.759239930000007,40.737908359999999
1032,-73.750346179999994,40.741788749999998
1033,-73.741481649999997,40.737869860000004
