OID_,Longitude,Latitude
1000,-73.714860970000004,40.733907690000002
1001,-73.705999579999997,40.729986070000002
1030,-73.768105500000004,40.741825880000000
1034,-73.732586870000006,40.741748880000003
1035,-73.723723399999997,40.737828630000003
1036,-73.714827600000007,40.741706280000002
1037,-73.705965169999999,40.737784660000003
1038,-73.697068340000001,40.741660930000002
1064,-73.785839769999995,40.749658859999997
1065,-73.776972110000003,40.745742710000002
1066,-73.768078349999996,40.749624460000000
1067,-73.759211739999998,40.745706949999999
1068,-73.750316949999998,40.749587329999997
1069,-73.741451389999995,40.745668449999997
1070,-73.732555570000002,40.749547460000002
1071,-73.723691059999993,40.745627210000002
1072,-73.714794209999994,40.749504850000001
1073,-73.705930749999993,40.745583230000001
1074,-73.697032879999995,40.749459500000000
1098,-73.803578209999998,40.757489100000001
1099,-73.794708470000003,40.753574319999998
1100,-73.785814700000003,40.757457440000003
1101,-73.776945999999995,40.753541290000001
1102,-73.768051200000002,40.757423039999999
1103,-73.759183550000003,40.753505529999998
1104,-73.750287720000003,40.757385910000004
1105,-73.741421119999998,40.753467030000003
1106,-73.732524260000005,40.757346030000001
1107,-73.723658709999995,40.753425780000001
1108,-73.714760819999995,40.757303420000000
1109,-73.705896330000002,40.753381800000000
1131,-73.821320830000005,40.765316599999998
1132,-73.812449000000001,40.761403190000003
1133,-73.803555209999999,40.765287680000000
1134,-73.794684430000004,40.761372899999998
1135,-73.785789620000003,40.765256010000002
1136,-73.776919890000002,40.761339870000000
1137,-73.768024040000000,40.765221609999998
1138,-73.759155359999994,40.761304099999997
1139,-73.750258479999999,40.765184470000001
1140,-73.741390850000002,40.761265590000001
1141,-73.732492940000000,40.765144589999998
1142,-73.723626359999997,40.761224349999999
1161,-73.847960369999996,40.769254130000000
1162,-73.839067610000001,40.773141359999997
1163,-73.830193699999995,40.769229320000001
1164,-73.821299900000000,40.773115169999997
1165,-73.812427040000003,40.769201760000001
1166,-73.803532210000000,40.773086239999998
1167,-73.794660390000004,40.769171470000003
1168,-73.785764529999994,40.773054580000000
1169,-73.776893759999993,40.769138439999999
1170,-73.767996870000005,40.773020170000002
1171,-73.759127149999998,40.769102670000002
1172,-73.750229230000002,40.772983029999999
1173,-73.741360560000004,40.769064149999998
1174,-73.732461610000001,40.772943140000002
1175,-73.723593989999998,40.769022900000003
1191,-73.856818570000002,40.780963370000002
1192,-73.847942570000001,40.777052710000000
1193,-73.839048759999997,40.780939920000002
1194,-73.830173810000005,40.777027889999999
1195,-73.821278969999995,40.780913730000002
1196,-73.812405069999997,40.777000330000000
1197,-73.803509199999993,40.780884800000003
1198,-73.794636339999997,40.776970030000001
1199,-73.785739440000000,40.780853129999997
1200,-73.776867640000006,40.776936999999997
1201,-73.767969699999995,40.780818730000000
1203,-73.750199980000005,40.780781580000003
1204,-73.741330270000006,40.776862700000002
1220,-73.856801790000006,40.788761930000000
1221,-73.847924759999998,40.784851269999997
1222,-73.839029909999994,40.788738479999999
1223,-73.830153920000001,40.784826449999997
1224,-73.821258040000004,40.788712289999999
1225,-73.812383100000005,40.784798889999998
1226,-73.803486179999993,40.788683349999999
1227,-73.794612290000003,40.784768589999999
1228,-73.785714339999998,40.788651680000001
1229,-73.776841500000003,40.784735550000001
1245,-73.847906940000001,40.792649820000001
1246,-73.839011049999996,40.796537030000003
1247,-73.830134020000003,40.792625000000001
1248,-73.821237100000005,40.796510830000003
1249,-73.812361120000006,40.792597440000002
1250,-73.803463160000007,40.796481900000003
1251,-73.794588230000002,40.792567130000002
1253,-73.776815360000001,40.792534089999997
